truckid,driverid,event,city,state,velocity,event_ind,idling_ind
A43,A43,normal,Modesto,California,54,0,0
A18,A18,lane departure,Apple Valley,California,74,1,0
A97,A97,normal,Lodi,California,0,0,1
A58,A58,normal,Willits,California,28,0,0
A3,A3,normal,Santa Rosa,California,57,0,0
A63,A63,normal,Lodi,California,55,0,0
A64,A64,normal,Santa Paula,California,21,0,0
A89,A89,normal,Arbuckle,California,56,0,0
A53,A53,normal,Ojai,California,36,0,0
A20,A20,normal,Santa Rosa,California,0,0,1
A51,A51,normal,Gilroy,California,0,0,1
A16,A16,normal,Willits,California,23,0,0
A3,A3,normal,Martinez,California,0,0,1
A83,A83,normal,Isleton,California,41,0,0
A71,A71,normal,Cloverdale,California,54,0,0
A91,A91,normal,Santa Rosa,California,43,0,0
A76,A76,normal,Ojai,California,43,0,0
A49,A49,normal,Apple Valley,California,0,0,1
A75,A75,normal,Arbuckle,California,69,0,0
A26,A26,normal,Homeland,California,0,0,1
A29,A29,normal,San Quentin,California,19,0,0
A66,A66,normal,Antelope,California,51,0,0
A72,A72,normal,Martinez,California,71,0,0
A19,A19,normal,Knights Landing,California,23,0,0
A40,A40,normal,Stockton,California,0,0,1
A42,A42,normal,Apple Valley,California,71,0,0
A5,A5,normal,Markleeville,California,37,0,0
A64,A64,normal,Isleton,California,41,0,0
A62,A62,normal,Santa Maria,California,16,0,0
A77,A77,normal,San Pablo,California,75,0,0
A60,A60,overspeed,Apple Valley,California,91,1,0
A93,A93,normal,Santa Rosa,California,51,0,0
A76,A76,overspeed,Redding,California,78,1,0
A79,A79,normal,Cloverdale,California,18,0,0
A70,A70,normal,Santa Rosa,California,62,0,0
A6,A6,normal,Glen Ellen,California,41,0,0
A90,A90,normal,Santa Rosa,California,42,0,0
A97,A97,normal,Arbuckle,California,20,0,0
A49,A49,normal,Isleton,California,37,0,0
A14,A14,normal,Palo Alto,California,42,0,0
A83,A83,normal,Goleta,California,0,0,1
A65,A65,normal,Willits,California,34,0,0
A31,A31,normal,San Francisco,California,40,0,0
A95,A95,normal,Santa Rosa,California,0,0,1
A56,A56,normal,San Quentin,California,75,0,0
A83,A83,normal,Stockton,California,0,0,1
A82,A82,normal,Klamath,California,25,0,0
A39,A39,normal,Santa Maria,California,34,0,0
A38,A38,normal,Santa Rosa,California,18,0,0
A92,A92,normal,San Diego,California,52,0,0
A100,A100,normal,Santa Rosa,California,47,0,0
A59,A59,normal,Irvine,California,27,0,0
A58,A58,normal,Santa Maria,California,0,0,1
A99,A99,normal,Isleton,California,73,0,0
A84,A84,overspeed,Palo Cedro,California,88,1,0
A82,A82,normal,Modesto,California,22,0,0
A12,A12,normal,Willits,California,0,0,1
A19,A19,normal,Santa Rosa,California,53,0,0
A7,A7,normal,Willits,California,52,0,0
A79,A79,normal,Jacumba,California,32,0,0
A19,A19,normal,Aptos,California,74,0,0
A9,A9,normal,Lodi,California,28,0,0
A25,A25,normal,Glen Ellen,California,62,0,0
A63,A63,normal,Santa Rosa,California,0,0,1
A7,A7,normal,Ojai,California,72,0,0
A88,A88,unsafe following distance,San Fernando,California,59,1,0
A29,A29,normal,La Puente,California,70,0,0
A52,A52,normal,La Puente,California,69,0,0
A96,A96,normal,San Pablo,California,0,0,1
A97,A97,lane departure,Arbuckle,California,53,0,0
A2,A2,normal,Cloverdale,California,26,0,0
A98,A98,normal,Jacumba,California,0,0,1
A16,A16,normal,Aptos,California,61,0,0
A10,A10,normal,San Quentin,California,0,0,1
A92,A92,lane departure,Willits,California,74,1,0
A63,A63,normal,San Fernando,California,43,0,0
A18,A18,normal,Stockton,California,0,0,1
A84,A84,normal,Santa Rosa,California,47,0,0
A19,A19,normal,San Diego,California,75,0,0
A24,A24,normal,Aptos,California,45,0,0
A71,A71,normal,Arbuckle,California,16,0,0
A60,A60,normal,Palo Alto,California,60,0,0
A99,A99,normal,Martinez,California,63,0,0
A29,A29,normal,Irvine,California,54,0,0
A22,A22,normal,Redding,California,19,0,0
A45,A45,unsafe tail distance,Willits,California,28,1,0
A90,A90,normal,Santa Monica,California,66,0,0
A7,A7,normal,Martinez,California,20,0,0
A51,A51,normal,Gilroy,California,29,0,0
A45,A45,normal,Santa Rosa,California,0,0,1
A24,A24,normal,Markleeville,California,42,0,0
A59,A59,normal,Santa Monica,California,50,0,0
A60,A60,normal,Apple Valley,California,0,0,1
A93,A93,normal,Aptos,California,75,0,0
A54,A54,normal,San Pablo,California,0,0,1
A44,A44,normal,Jacumba,California,0,0,1
A62,A62,normal,Antelope,California,0,0,1
A44,A44,normal,Arbuckle,California,34,0,0
A18,A18,normal,Willits,California,55,0,0
A31,A31,normal,Santa Rosa,California,0,0,1
A93,A93,overspeed,Markleeville,California,78,1,0
A37,A37,normal,Kneeland,California,69,0,0
A43,A43,normal,Santa Rosa,California,44,0,0
A47,A47,normal,Arbuckle,California,32,0,0
A14,A14,normal,San Quentin,California,64,0,0
A9,A9,normal,Lodi,California,34,0,0
A29,A29,normal,Palo Alto,California,66,0,0
A47,A47,normal,Santa Rosa,California,54,0,0
A22,A22,normal,Willits,California,42,0,0
A19,A19,normal,Willits,California,70,0,0
A36,A36,normal,Willits,California,21,0,0
A52,A52,normal,Stockton,California,71,0,0
A60,A60,normal,Santa Paula,California,21,0,0
A28,A28,normal,Santa Rosa,California,0,0,1
A28,A28,normal,Lodi,California,0,0,1
A77,A77,normal,Bakersfield,California,0,0,1
A89,A89,normal,Knightsen,California,69,0,0
A5,A5,normal,Markleeville,California,0,0,1
A88,A88,normal,Apple Valley,California,34,0,0
A58,A58,normal,San Pablo,California,0,0,1
A100,A100,normal,Mariposa,California,26,0,0
A14,A14,normal,Stockton,California,0,0,1
A14,A14,normal,Santa Rosa,California,62,0,0
A22,A22,normal,San Francisco,California,17,0,0
A91,A91,normal,La Palma,California,57,0,0
A34,A34,lane departure,Santa Rosa,California,74,1,0
A71,A71,normal,Jacumba,California,0,0,1
A23,A23,normal,Apple Valley,California,54,0,0
A90,A90,normal,Willits,California,31,0,0
A24,A24,normal,Oceano,California,26,0,0
A13,A13,normal,Willits,California,17,0,0
A67,A67,normal,Jacumba,California,0,0,1
A11,A11,normal,Palo Cedro,California,34,0,0
A6,A6,normal,Palo Alto,California,69,0,0
A3,A3,normal,Redding,California,21,0,0
A49,A49,normal,Santa Rosa,California,0,0,1
A68,A68,normal,Isleton,California,0,0,1
A53,A53,normal,San Francisco,California,16,0,0
A30,A30,normal,Knights Landing,California,67,0,0
A88,A88,normal,Santa Rosa,California,20,0,0
A80,A80,normal,Isleton,California,0,0,1
A100,A100,normal,Mariposa,California,39,0,0
A40,A40,normal,Santa Rosa,California,0,0,1
A49,A49,normal,Redding,California,27,0,0
A32,A32,normal,Stockton,California,68,0,0
A15,A15,normal,Willits,California,0,0,1
A23,A23,normal,San Pablo,California,50,0,0
A69,A69,normal,Santa Rosa,California,39,0,0
A9,A9,normal,Palmdale,California,0,0,1
A8,A8,normal,Santa Rosa,California,17,0,0
A67,A67,normal,Santa Rosa,California,72,0,0
A63,A63,normal,Irvine,California,0,0,1
A45,A45,normal,Santa Rosa,California,42,0,0
A33,A33,normal,Palo Alto,California,47,0,0
A17,A17,normal,Arbuckle,California,58,0,0
A95,A95,normal,Homeland,California,56,0,0
A3,A3,normal,San Francisco,California,0,0,1
A14,A14,normal,La Palma,California,16,0,0
A23,A23,unsafe following distance,Aptos,California,0,1,1
A10,A10,normal,Stockton,California,57,0,0
A71,A71,normal,Antelope,California,0,0,1
A2,A2,normal,Arbuckle,California,46,0,0
A87,A87,normal,Stockton,California,68,0,0
A40,A40,normal,Holtville,California,61,0,0
A14,A14,normal,Palo Alto,California,42,0,0
A59,A59,unsafe following distance,La Palma,California,0,1,1
A41,A41,normal,Isleton,California,26,0,0
A82,A82,normal,Palmdale,California,31,0,0
A41,A41,normal,Isleton,California,0,0,1
A18,A18,normal,Santa Rosa,California,58,0,0
A66,A66,normal,San Pablo,California,0,0,1
A45,A45,normal,Stockton,California,56,0,0
A21,A21,normal,Antelope,California,55,0,0
A68,A68,normal,Isleton,California,27,0,0
A75,A75,normal,Oceanside,California,46,0,0
A73,A73,normal,Santa Rosa,California,62,0,0
A78,A78,normal,Lodi,California,0,0,1
A84,A84,normal,Santa Rosa,California,64,0,0
A73,A73,normal,Rough and Ready,California,39,0,0
A19,A19,normal,Aptos,California,0,0,1
A21,A21,normal,Oceanside,California,59,0,0
A71,A71,normal,Jacumba,California,0,0,1
A30,A30,normal,Apple Valley,California,21,0,0
A16,A16,normal,Antelope,California,41,0,0
A60,A60,normal,Apple Valley,California,51,0,0
A1,A1,normal,San Diego,California,54,0,0
A67,A67,normal,Santa Rosa,California,48,0,0
A31,A31,normal,Knightsen,California,40,0,0
A68,A68,normal,San Francisco,California,0,0,1
A66,A66,normal,Antelope,California,44,0,0
A60,A60,normal,Palo Alto,California,0,0,1
A66,A66,normal,Santa Rosa,California,46,0,0
A36,A36,normal,La Palma,California,45,0,0
A91,A91,normal,Palo Alto,California,0,0,1
A58,A58,normal,San Francisco,California,44,0,0
A82,A82,normal,Palmdale,California,28,0,0
A76,A76,normal,San Fernando,California,0,0,1
A58,A58,normal,Santa Rosa,California,62,0,0
A26,A26,normal,Willits,California,17,0,0
A30,A30,normal,Santa Rosa,California,70,0,0
A21,A21,normal,Glen Ellen,California,25,0,0
A78,A78,normal,Napa,California,62,0,0
A2,A2,normal,Cloverdale,California,63,0,0
A50,A50,normal,Aptos,California,0,0,1
A4,A4,normal,Occidental,California,39,0,0
A3,A3,normal,Palo Cedro,California,19,0,0
A88,A88,normal,Aptos,California,0,0,1
A88,A88,normal,La Quinta,California,0,0,1
A38,A38,normal,Santa Rosa,California,75,0,0
A49,A49,unsafe following distance,Santa Rosa,California,62,1,0
A58,A58,normal,Antelope,California,18,0,0
A58,A58,normal,Santa Rosa,California,48,0,0
A31,A31,normal,San Pablo,California,49,0,0
A19,A19,normal,Rough and Ready,California,62,0,0
A66,A66,normal,Santa Maria,California,31,0,0
A50,A50,normal,Fresno,California,37,0,0
A49,A49,normal,Ojai,California,53,0,0
A7,A7,normal,San Fernando,California,60,0,0
A11,A11,normal,La Quinta,California,48,0,0
A11,A11,normal,Apple Valley,California,48,0,0
A97,A97,unsafe following distance,San Dimas,California,50,1,0
A69,A69,lane departure,Mariposa,California,39,1,0
A69,A69,normal,Santa Rosa,California,0,0,1
A82,A82,normal,Markleeville,California,20,0,0
A9,A9,normal,Lodi,California,0,0,1
A90,A90,normal,Stockton,California,25,0,0
A50,A50,overspeed,San Diego,California,81,1,0
A74,A74,unsafe tail distance,San Dimas,California,15,1,0
A86,A86,normal,Stockton,California,55,0,0
A41,A41,normal,Ukiah,California,16,0,0
A35,A35,lane departure,Willits,California,48,1,0
A55,A55,normal,Antelope,California,64,0,0
A30,A30,normal,Santa Rosa,California,74,0,0
A72,A72,normal,La Palma,California,48,0,0
A45,A45,normal,Stockton,California,44,0,0
A89,A89,normal,San Dimas,California,70,0,0
A12,A12,normal,Antelope,California,64,0,0
A1,A1,normal,Markleeville,California,20,0,0
A88,A88,normal,Apple Valley,California,16,0,0
A51,A51,normal,Santa Rosa,California,45,0,0
A38,A38,normal,Santa Rosa,California,46,0,0
A69,A69,unsafe tail distance,Santa Rosa,California,15,1,0
A24,A24,normal,Antelope,California,57,0,0
A46,A46,normal,Aptos,California,47,0,0
A97,A97,normal,San Dimas,California,0,0,1
A42,A42,normal,Occidental,California,0,0,1
A20,A20,normal,Santa Rosa,California,40,0,0
A81,A81,normal,Marysville,California,25,0,0
A51,A51,normal,Markleeville,California,46,0,0
A80,A80,normal,Santa Rosa,California,73,0,0
A48,A48,normal,San Quentin,California,16,0,0
A40,A40,normal,Antelope,California,0,0,1
A22,A22,normal,Ukiah,California,51,0,0
A100,A100,unsafe following distance,Bakersfield,California,0,1,1
A3,A3,normal,Ojai,California,0,0,1
A28,A28,normal,San Diego,California,0,0,1
A15,A15,normal,Aptos,California,0,0,1
A24,A24,normal,Oceano,California,0,0,1
A58,A58,normal,Willits,California,0,0,1
A18,A18,normal,Willits,California,0,0,1
A6,A6,normal,Glen Ellen,California,0,0,1
A13,A13,normal,Palmdale,California,0,0,1
A7,A7,normal,Knights Landing,California,75,0,0
A93,A93,normal,Knightsen,California,58,0,0
A72,A72,normal,Santa Rosa,California,75,0,0
A27,A27,normal,Mariposa,California,0,0,1
A15,A15,normal,Knights Landing,California,75,0,0
A6,A6,normal,Cloverdale,California,27,0,0
A65,A65,normal,Santa Rosa,California,40,0,0
A36,A36,normal,Palmdale,California,42,0,0
A40,A40,normal,Willits,California,41,0,0
A66,A66,normal,Antelope,California,24,0,0
A8,A8,normal,San Francisco,California,46,0,0
A6,A6,unsafe following distance,San Dimas,California,23,1,0
A94,A94,normal,San Fernando,California,0,0,1
A47,A47,normal,Aptos,California,73,0,0
A60,A60,overspeed,Apple Valley,California,91,1,0
A56,A56,normal,San Dimas,California,75,0,0
A33,A33,normal,Palo Alto,California,0,0,1
A18,A18,normal,Willits,California,56,0,0
A15,A15,normal,Bakersfield,California,52,0,0
A82,A82,normal,Lodi,California,0,0,1
A85,A85,normal,Antelope,California,34,0,0
A57,A57,normal,Santa Rosa,California,16,0,0
A70,A70,unsafe tail distance,Modesto,California,53,1,0
A56,A56,normal,Glen Ellen,California,0,0,1
A81,A81,normal,Santa Rosa,California,67,0,0
A66,A66,normal,Santa Rosa,California,52,0,0
A51,A51,normal,Markleeville,California,46,0,0
A46,A46,normal,Santa Rosa,California,38,0,0
A76,A76,normal,Palo Cedro,California,55,0,0
A7,A7,unsafe tail distance,San Fernando,California,53,1,0
A4,A4,normal,Glendora,California,48,0,0
A96,A96,normal,Bakersfield,California,23,0,0
A75,A75,normal,Arbuckle,California,45,0,0
A95,A95,normal,La Palma,California,0,0,1
A84,A84,lane departure,Apple Valley,California,22,1,0
A36,A36,lane departure,Stockton,California,24,1,0
A60,A60,normal,Santa Paula,California,36,0,0
A28,A28,normal,La Palma,California,56,0,0
A26,A26,normal,Homeland,California,73,0,0
A68,A68,normal,Willits,California,26,0,0
A69,A69,normal,San Diego,California,0,0,1
A70,A70,normal,Santa Rosa,California,0,0,1
A53,A53,normal,Apple Valley,California,0,0,1
A3,A3,normal,Santa Rosa,California,55,0,0
A85,A85,normal,Willits,California,0,0,1
A93,A93,normal,Markleeville,California,48,0,0
A83,A83,normal,Stockton,California,26,0,0
A62,A62,normal,Santa Rosa,California,0,0,1
A87,A87,normal,Stockton,California,33,0,0
A8,A8,normal,San Pablo,California,0,0,1
A95,A95,normal,Homeland,California,44,0,0
A34,A34,normal,La Quinta,California,61,0,0
A5,A5,normal,Palmdale,California,0,0,1
A92,A92,normal,Occidental,California,22,0,0
A69,A69,normal,Bakersfield,California,40,0,0
A10,A10,normal,San Dimas,California,54,0,0
A31,A31,normal,Glendora,California,75,0,0
A27,A27,unsafe following distance,Willits,California,21,1,0
A93,A93,normal,Oceano,California,0,0,1
A50,A50,normal,Occidental,California,0,0,1
A83,A83,normal,Stockton,California,21,0,0
A54,A54,normal,Santa Maria,California,17,0,0
A39,A39,normal,Santa Maria,California,23,0,0
A61,A61,normal,San Diego,California,70,0,0
A32,A32,normal,Lodi,California,0,0,1
A32,A32,normal,Gilroy,California,33,0,0
A88,A88,normal,Knights Landing,California,42,0,0
A42,A42,normal,Aptos,California,0,0,1
A49,A49,normal,Homeland,California,53,0,0
A20,A20,normal,Hollister,California,68,0,0
A46,A46,normal,Santa Rosa,California,58,0,0
A27,A27,normal,Rough and Ready,California,50,0,0
A73,A73,normal,Occidental,California,27,0,0
A74,A74,normal,Napa,California,75,0,0
A92,A92,normal,San Diego,California,17,0,0
A42,A42,normal,Rough and Ready,California,42,0,0
A13,A13,normal,La Palma,California,0,0,1
A94,A94,normal,Oceanside,California,27,0,0
A70,A70,normal,Hollister,California,35,0,0
A81,A81,normal,Santa Maria,California,0,0,1
A40,A40,normal,Jacumba,California,70,0,0
A15,A15,normal,Apple Valley,California,56,0,0
A20,A20,normal,Gilroy,California,17,0,0
A33,A33,normal,Kneeland,California,41,0,0
A79,A79,normal,San Fernando,California,73,0,0
A16,A16,normal,Arbuckle,California,31,0,0
A92,A92,normal,Bakersfield,California,30,0,0
A91,A91,normal,Santa Rosa,California,50,0,0
A3,A3,normal,Palo Cedro,California,55,0,0
A68,A68,normal,Apple Valley,California,0,0,1
A16,A16,normal,Willits,California,64,0,0
A61,A61,normal,Santa Rosa,California,0,0,1
A79,A79,normal,Stockton,California,0,0,1
A19,A19,normal,Occidental,California,0,0,1
A64,A64,normal,Willits,California,75,0,0
A87,A87,normal,Isleton,California,0,0,1
A44,A44,normal,Jacumba,California,53,0,0
A49,A49,normal,Isleton,California,43,0,0
A58,A58,lane departure,Willits,California,31,1,0
A71,A71,normal,Santa Rosa,California,72,0,0
A6,A6,normal,Palo Alto,California,0,0,1
A23,A23,normal,Santa Rosa,California,42,0,0
A9,A9,normal,Willits,California,0,0,1
A14,A14,normal,Willits,California,0,0,1
A93,A93,unsafe tail distance,Aptos,California,63,1,0
A97,A97,normal,Aptos,California,0,0,1
A74,A74,normal,Markleeville,California,0,0,1
A4,A4,normal,Willits,California,40,0,0
A78,A78,normal,Santa Rosa,California,0,0,1
A11,A11,normal,Palo Cedro,California,41,0,0
A61,A61,normal,Aptos,California,18,0,0
A28,A28,normal,Markleeville,California,75,0,0
A8,A8,normal,Marysville,California,0,0,1
A8,A8,normal,Willits,California,0,0,1
A15,A15,normal,Palo Cedro,California,36,0,0
A39,A39,normal,Antelope,California,28,0,0
A24,A24,normal,Willits,California,40,0,0
A44,A44,normal,Santa Rosa,California,48,0,0
A48,A48,normal,San Fernando,California,71,0,0
A63,A63,normal,Santa Rosa,California,55,0,0
A26,A26,normal,Ukiah,California,33,0,0
A11,A11,normal,Santa Rosa,California,16,0,0
A55,A55,normal,Modesto,California,66,0,0
A54,A54,normal,Santa Maria,California,23,0,0
A29,A29,normal,Glen Ellen,California,40,0,0
A59,A59,normal,La Palma,California,59,0,0
A79,A79,normal,Cloverdale,California,47,0,0
A81,A81,normal,Santa Rosa,California,73,0,0
A100,A100,normal,Bakersfield,California,46,0,0
A22,A22,normal,Santa Rosa,California,54,0,0
A61,A61,normal,Aptos,California,45,0,0
A70,A70,normal,San Dimas,California,0,0,1
A32,A32,normal,Gilroy,California,17,0,0
A92,A92,normal,Santa Rosa,California,24,0,0
A44,A44,normal,Irvine,California,45,0,0
A75,A75,normal,Cloverdale,California,43,0,0
A86,A86,unsafe following distance,Stockton,California,33,1,0
A23,A23,normal,Santa Rosa,California,37,0,0
A65,A65,normal,Knights Landing,California,43,0,0
A90,A90,normal,Irvine,California,0,0,1
A100,A100,normal,San Pablo,California,40,0,0
A93,A93,normal,Santa Rosa,California,0,0,1
A25,A25,normal,Holtville,California,57,0,0
A56,A56,normal,Goleta,California,61,0,0
A76,A76,normal,Santa Rosa,California,51,0,0
A76,A76,normal,Santa Rosa,California,0,0,1
A18,A18,normal,Kneeland,California,0,0,1
A54,A54,normal,San Pablo,California,72,0,0
A45,A45,normal,Ukiah,California,50,0,0
A86,A86,normal,Klamath,California,32,0,0
A51,A51,normal,Arbuckle,California,0,0,1
A39,A39,normal,Arbuckle,California,0,0,1
A84,A84,normal,Palo Cedro,California,21,0,0
A100,A100,normal,Marysville,California,0,0,1
A73,A73,unsafe following distance,Marysville,California,28,1,0
A57,A57,normal,Palo Cedro,California,25,0,0
A23,A23,normal,Occidental,California,20,0,0
A50,A50,normal,Marysville,California,26,0,0
A46,A46,normal,Fresno,California,48,0,0
A5,A5,normal,Gilroy,California,62,0,0
A8,A8,normal,Santa Rosa,California,58,0,0
A84,A84,normal,Palo Cedro,California,60,0,0
A96,A96,normal,Aptos,California,0,0,1
A48,A48,normal,Jacumba,California,55,0,0
A58,A58,normal,Glendora,California,0,0,1
A88,A88,normal,Palo Cedro,California,69,0,0
A28,A28,normal,Modesto,California,64,0,0
A14,A14,normal,Stockton,California,59,0,0
A19,A19,normal,Knights Landing,California,0,0,1
A24,A24,normal,Markleeville,California,51,0,0
A36,A36,normal,Lodi,California,39,0,0
A26,A26,normal,Homeland,California,60,0,0
A3,A3,normal,Martinez,California,74,0,0
A80,A80,normal,Redding,California,45,0,0
A41,A41,normal,San Quentin,California,36,0,0
A28,A28,normal,Santa Rosa,California,29,0,0
A80,A80,unsafe following distance,Martinez,California,43,1,0
A34,A34,normal,Santa Rosa,California,46,0,0
A21,A21,normal,Stockton,California,0,0,1
A87,A87,normal,Santa Paula,California,68,0,0
A41,A41,normal,Stockton,California,0,0,1
A26,A26,normal,Santa Rosa,California,47,0,0
A85,A85,normal,Santa Rosa,California,62,0,0
A66,A66,normal,Modesto,California,53,0,0
A62,A62,normal,Knightsen,California,66,0,0
A30,A30,normal,Ojai,California,0,0,1
A37,A37,normal,Santa Paula,California,51,0,0
A25,A25,normal,Oceanside,California,43,0,0
A66,A66,normal,Knightsen,California,0,0,1
A96,A96,normal,Fresno,California,41,0,0
A41,A41,normal,Stockton,California,37,0,0
A79,A79,normal,San Fernando,California,68,0,0
A95,A95,normal,La Palma,California,35,0,0
A78,A78,normal,San Dimas,California,75,0,0
A93,A93,normal,Modesto,California,43,0,0
A50,A50,normal,Santa Maria,California,0,0,1
A65,A65,normal,Willits,California,73,0,0
A77,A77,normal,Rough and Ready,California,0,0,1
A91,A91,normal,Willits,California,27,0,0
A79,A79,normal,Stockton,California,0,0,1
A40,A40,normal,Antelope,California,32,0,0
A3,A3,normal,Ukiah,California,64,0,0
A81,A81,normal,Santa Rosa,California,65,0,0
A72,A72,normal,La Palma,California,60,0,0
A53,A53,normal,Apple Valley,California,44,0,0
A10,A10,normal,Palo Alto,California,65,0,0
A98,A98,unsafe following distance,San Quentin,California,68,1,0
A4,A4,normal,Mariposa,California,21,0,0
A91,A91,normal,Isleton,California,0,0,1
A57,A57,normal,San Fernando,California,60,0,0
A87,A87,normal,Stockton,California,40,0,0
A2,A2,normal,Palo Alto,California,25,0,0
A36,A36,normal,Klamath,California,41,0,0
A11,A11,normal,Santa Rosa,California,54,0,0
A97,A97,normal,Santa Rosa,California,60,0,0
A21,A21,normal,Stockton,California,15,0,0
A9,A9,normal,La Palma,California,0,0,1
A11,A11,normal,San Fernando,California,55,0,0
A62,A62,normal,Willits,California,28,0,0
A53,A53,normal,Santa Rosa,California,63,0,0
A31,A31,normal,San Francisco,California,0,0,1
A15,A15,normal,Santa Rosa,California,16,0,0
A20,A20,normal,Modesto,California,57,0,0
A59,A59,normal,Stockton,California,23,0,0
A51,A51,normal,Markleeville,California,0,0,1
A99,A99,normal,Ukiah,California,55,0,0
A82,A82,normal,La Palma,California,22,0,0
A10,A10,normal,Palo Alto,California,0,0,1
A33,A33,normal,Kneeland,California,59,0,0
A84,A84,normal,Martinez,California,0,0,1
A44,A44,unsafe following distance,Roseville,California,21,1,0
A81,A81,normal,Santa Rosa,California,55,0,0
A21,A21,normal,San Quentin,California,65,0,0
A87,A87,normal,Palo Alto,California,75,0,0
A28,A28,normal,Gilroy,California,42,0,0
A55,A55,normal,Antelope,California,0,0,1
A52,A52,normal,Stockton,California,22,0,0
A32,A32,normal,Palmdale,California,67,0,0
A86,A86,normal,Willits,California,35,0,0
A80,A80,normal,Redding,California,21,0,0
A50,A50,normal,San Pablo,California,31,0,0
A63,A63,normal,Stockton,California,0,0,1
A54,A54,normal,Marysville,California,23,0,0
A65,A65,normal,Palo Cedro,California,0,0,1
A51,A51,normal,Arbuckle,California,74,0,0
A60,A60,normal,Jacumba,California,53,0,0
A29,A29,normal,Roseville,California,0,0,1
A70,A70,normal,Hollister,California,31,0,0
A85,A85,normal,Willits,California,58,0,0
A42,A42,normal,Occidental,California,0,0,1
A6,A6,normal,Oceanside,California,27,0,0
A11,A11,normal,La Quinta,California,24,0,0
A13,A13,normal,Lodi,California,15,0,0
A31,A31,normal,Bakersfield,California,0,0,1
A43,A43,normal,Hollister,California,45,0,0
A90,A90,normal,Oceanside,California,46,0,0
A23,A23,normal,San Pablo,California,60,0,0
A6,A6,normal,Kneeland,California,70,0,0
A7,A7,normal,Santa Rosa,California,0,0,1
A33,A33,normal,Palo Alto,California,44,0,0
A6,A6,normal,Palo Alto,California,24,0,0
A33,A33,normal,Palo Alto,California,25,0,0
A50,A50,normal,Aptos,California,22,0,0
A64,A64,normal,La Palma,California,61,0,0
A83,A83,normal,Palo Alto,California,39,0,0
A53,A53,normal,San Francisco,California,60,0,0
A51,A51,normal,Oceano,California,21,0,0
A88,A88,normal,Apple Valley,California,31,0,0
A91,A91,normal,San Quentin,California,46,0,0
A2,A2,normal,Stockton,California,26,0,0
A14,A14,normal,Kneeland,California,60,0,0
A89,A89,normal,Oceano,California,55,0,0
A53,A53,normal,Willits,California,38,0,0
A80,A80,normal,San Francisco,California,39,0,0
A83,A83,normal,Cloverdale,California,36,0,0
A98,A98,normal,San Quentin,California,52,0,0
A37,A37,normal,Palo Alto,California,59,0,0
A40,A40,normal,Santa Monica,California,31,0,0
A68,A68,normal,San Quentin,California,48,0,0
A33,A33,normal,Palo Alto,California,60,0,0
A29,A29,normal,La Puente,California,55,0,0
A82,A82,normal,Napa,California,15,0,0
A16,A16,normal,Willits,California,40,0,0
A68,A68,normal,San Quentin,California,27,0,0
A25,A25,normal,San Quentin,California,68,0,0
A40,A40,normal,Jacumba,California,55,0,0
A3,A3,normal,Santa Rosa,California,0,0,1
A31,A31,normal,Santa Maria,California,33,0,0
A35,A35,normal,Willits,California,0,0,1
A73,A73,normal,Aptos,California,0,0,1
A75,A75,normal,Jacumba,California,50,0,0
A5,A5,normal,Modesto,California,50,0,0
A66,A66,normal,Arbuckle,California,50,0,0
A58,A58,normal,Antelope,California,0,0,1
A59,A59,normal,Irvine,California,25,0,0
A33,A33,normal,Jacumba,California,42,0,0
A24,A24,normal,Napa,California,31,0,0
A68,A68,normal,Apple Valley,California,0,0,1
A74,A74,normal,Markleeville,California,75,0,0
A20,A20,normal,Hollister,California,0,0,1
A30,A30,normal,Ukiah,California,61,0,0
A75,A75,normal,Arbuckle,California,58,0,0
A15,A15,normal,Palo Cedro,California,17,0,0
A21,A21,normal,San Fernando,California,70,0,0
A2,A2,normal,Palo Alto,California,19,0,0
A48,A48,normal,San Fernando,California,0,0,1
A98,A98,normal,Holtville,California,69,0,0
A86,A86,normal,Santa Rosa,California,47,0,0
A1,A1,normal,Santa Rosa,California,75,0,0
A17,A17,normal,Antelope,California,61,0,0
A7,A7,overspeed,Santa Rosa,California,91,1,0
A1,A1,normal,Arbuckle,California,43,0,0
A95,A95,normal,Isleton,California,0,0,1
A43,A43,normal,Santa Rosa,California,16,0,0
A23,A23,normal,San Pablo,California,37,0,0
A14,A14,normal,Santa Rosa,California,45,0,0
A39,A39,normal,Aptos,California,51,0,0
A52,A52,normal,San Fernando,California,47,0,0
A29,A29,normal,San Dimas,California,73,0,0
A29,A29,normal,Jacumba,California,37,0,0
A87,A87,normal,Kneeland,California,22,0,0
A80,A80,lane departure,Martinez,California,41,1,0
A6,A6,normal,Palo Alto,California,64,0,0
A50,A50,lane departure,Bakersfield,California,0,1,1
A89,A89,normal,San Pablo,California,0,0,1
A20,A20,normal,Napa,California,36,0,0
A54,A54,normal,Santa Rosa,California,61,0,0
A89,A89,normal,Santa Maria,California,0,0,1
A44,A44,normal,Antelope,California,16,0,0
A32,A32,normal,San Diego,California,0,0,1
A3,A3,normal,San Fernando,California,0,0,1
A54,A54,normal,San Pablo,California,39,0,0
A12,A12,normal,Modesto,California,0,0,1
A80,A80,normal,Ojai,California,49,0,0
A47,A47,normal,Arbuckle,California,18,0,0
A90,A90,normal,Stockton,California,58,0,0
A3,A3,normal,Redding,California,67,0,0
A82,A82,normal,Lodi,California,0,0,1
